,userId,movieId,rating
40336,274,46335,1.5
40337,274,46578,4.0
40338,274,46723,4.0
40339,274,46965,3.0
40340,274,46970,3.5
40341,274,46972,3.0
40342,274,46974,1.5
40343,274,46976,1.5
40344,274,47099,3.5
40345,274,47122,3.0
40346,274,47200,4.5
40347,274,47518,3.5
40348,274,47610,4.0
40349,274,47640,3.5
40350,274,47997,3.5
40351,274,48043,3.5
40352,274,48304,4.0
40353,274,48322,3.5
40354,274,48385,4.0
40355,274,48394,3.5
40356,274,48516,4.0
40357,274,48520,2.5
40358,274,48774,3.5
40359,274,48780,3.5
40360,274,48877,3.0
40361,274,49272,4.0
40362,274,49530,4.0
40363,274,50147,2.0
40364,274,50440,2.0
40365,274,50794,3.0
40366,274,50800,3.0
40367,274,50872,3.5
40368,274,51037,2.0
40369,274,51091,4.0
40370,274,51255,5.0
40371,274,51412,3.5
40372,274,51498,3.5
40373,274,51540,3.0
40374,274,51662,4.0
40375,274,51709,3.5
40376,274,51935,4.0
40377,274,51937,2.0
40378,274,52281,4.0
40379,274,52328,3.0
40380,274,52435,3.5
40381,274,52458,2.5
40382,274,52722,3.5
40383,274,52885,3.5
40384,274,52973,3.5
40385,274,53000,4.0
40386,274,53121,2.0
40387,274,53123,4.0
40388,274,53125,3.5
40389,274,53127,4.0
40390,274,53322,3.0
40391,274,53435,2.5
40392,274,53468,3.0
40393,274,53519,1.5
40394,274,53894,3.5
40395,274,53953,4.0
40396,274,53972,4.0
40397,274,53996,2.5
40398,274,54001,3.0
40399,274,54004,3.5
40400,274,54190,4.0
40401,274,54259,3.0
40402,274,54272,3.5
40403,274,54286,3.0
40404,274,54503,3.5
40405,274,54648,2.0
40406,274,54732,2.0
40407,274,54736,4.0
40408,274,54785,3.5
40409,274,54881,3.5
40410,274,54995,4.5
40411,274,54997,4.0
40412,274,54999,3.5
40413,274,55118,4.0
40414,274,55232,1.5
40415,274,55247,3.5
40416,274,55282,3.0
40417,274,55290,3.5
40418,274,55577,2.5
40419,274,55721,4.5
40420,274,55765,4.0
40421,274,55820,4.0
40422,274,55995,2.0
40423,274,56012,3.5
40424,274,56145,4.5
40425,274,56152,3.0
40426,274,56174,4.0
40427,274,56251,4.0
40428,274,56339,4.0
40429,274,56367,3.5
40430,274,56715,3.5
40431,274,56757,4.0
40432,274,56775,3.0
40433,274,56782,3.5
40434,274,56805,3.0
40435,274,57274,3.5
40436,274,57368,3.0
40437,274,57528,3.5
40438,274,57536,3.5
40439,274,57640,3.5
40440,274,57910,2.0
40441,274,58025,2.5
40442,274,58295,3.5
40443,274,58332,3.0
40444,274,58559,4.5
40445,274,58803,2.0
40446,274,58870,3.0
40447,274,59022,4.0
40448,274,59306,1.0
40449,274,59315,3.5
40450,274,59369,4.0
40451,274,59387,3.5
40452,274,59604,3.5
40453,274,59615,3.5
40454,274,59727,2.0
40455,274,59784,3.0
40456,274,60037,3.5
40457,274,60040,3.5
40458,274,60069,3.5
40459,274,60072,3.5
40460,274,60074,3.5
40461,274,60161,4.0
40462,274,60291,4.0
40463,274,60522,3.0
40464,274,60538,3.5
40465,274,60684,4.0
40466,274,60756,3.0
40467,274,60941,3.0
40468,274,60979,2.5
40469,274,61024,4.5
40470,274,61026,3.5
40471,274,61132,3.5
40472,274,61240,3.5
40473,274,61248,3.5
40474,274,61250,2.0
40475,274,61323,3.5
40476,274,61705,2.5
40477,274,62081,2.5
40478,274,62434,3.5
40479,274,62511,3.5
40480,274,62849,3.0
40481,274,62956,4.0
40482,274,63072,3.5
40483,274,63082,4.0
40484,274,63113,3.5
40485,274,63436,2.0
40486,274,64231,3.0
40487,274,64614,4.0
40488,274,64839,3.5
40489,274,64957,3.5
40490,274,65126,3.5
40491,274,65188,3.5
40492,274,66297,3.5
40493,274,66427,3.0
40494,274,66783,3.0
40495,274,67087,3.0
40496,274,67186,2.0
40497,274,68157,5.0
40498,274,68205,3.5
40499,274,68319,2.5
40500,274,68358,4.0
40501,274,68486,3.5
40502,274,68791,2.5
40503,274,68952,3.5
40504,274,68954,3.5
40505,274,69122,3.5
40506,274,69251,3.5
40507,274,69275,4.0
40508,274,69481,4.0
40509,274,69526,3.0
40510,274,69784,4.0
40511,274,69844,3.5
40512,274,69951,4.0
40513,274,70286,3.5
40514,274,70994,3.5
40515,274,71057,3.5
40516,274,71156,3.5
40517,274,71211,3.5
40518,274,71254,3.5
40519,274,71282,3.5
40520,274,71379,2.0
40521,274,71500,2.5
40522,274,71535,4.0
40523,274,72011,3.5
40524,274,72129,3.0
40525,274,72378,2.0
40526,274,72641,3.5
40527,274,72998,3.0
40528,274,73017,3.5
40529,274,73268,3.5
40530,274,73321,3.5
40531,274,73929,3.5
40532,274,74075,1.0
40533,274,74458,4.5
40534,274,74532,2.5
40535,274,74685,3.5
40536,274,74789,3.0
40537,274,74795,3.5
40538,274,74851,3.0
40539,274,75985,3.5
40540,274,76077,3.5
40541,274,76175,3.0
40542,274,76251,4.0
40543,274,76293,3.0
40544,274,77364,3.0
40545,274,77455,3.5
40546,274,77561,3.0
40547,274,78041,3.0
40548,274,78088,3.0
40549,274,78266,3.5
40550,274,78469,3.5
40551,274,78499,4.5
40552,274,78574,3.5
40553,274,79008,4.0
40554,274,79057,3.5
40555,274,79132,5.0
40556,274,79274,3.5
40557,274,79293,3.5
40558,274,79592,3.5
40559,274,79695,3.0
40560,274,79702,3.0
40561,274,80139,3.0
40562,274,80219,4.0
40563,274,80363,2.0
40564,274,80463,3.0
40565,274,80489,4.0
40566,274,80549,3.5
40567,274,80846,3.5
40568,274,81229,3.5
40569,274,81834,3.5
40570,274,81932,4.0
40571,274,82459,4.0
40572,274,85414,4.5
40573,274,86332,2.0
40574,274,86911,4.0
40575,275,1,5.0
40576,275,17,5.0
40577,275,21,5.0
40578,275,25,3.0
40579,275,32,5.0
40580,275,34,5.0
40581,275,39,4.0
40582,275,45,2.0
40583,275,50,4.0
40584,275,101,5.0
40585,275,111,3.0
40586,275,162,5.0
40587,275,176,4.0
40588,275,190,3.0
40589,275,194,2.0
40590,275,215,5.0
40591,275,232,4.0
40592,275,235,5.0
40593,275,246,5.0
40594,275,260,4.0
40595,275,283,5.0
40596,275,296,5.0
40597,275,298,2.0
40598,275,300,3.0
40599,275,318,4.0
40600,275,337,4.0
40601,275,345,4.0
40602,275,348,5.0
40603,275,356,3.0
40604,275,357,4.0
40605,275,372,5.0
40606,275,373,5.0
40607,275,440,4.0
40608,275,441,4.0
40609,275,446,1.0
40610,275,461,1.0
40611,275,474,4.0
40612,275,480,4.0
40613,275,527,5.0
40614,275,535,5.0
40615,275,541,5.0
40616,275,556,4.0
40617,275,562,3.0
40618,275,587,3.0
40619,275,593,5.0
40620,275,608,4.0
40621,275,708,4.0
40622,275,750,3.0
40623,275,778,5.0
40624,275,800,5.0
40625,275,852,4.0
40626,275,858,5.0
40627,275,866,5.0
40628,275,903,5.0
40629,275,904,5.0
40630,275,905,3.0
40631,275,908,5.0
40632,275,909,5.0
40633,275,910,3.0
40634,275,912,5.0
40635,275,913,3.0
40636,275,916,3.0
40637,275,920,5.0
40638,275,921,5.0
40639,275,923,5.0
40640,275,924,1.0
40641,275,926,4.0
40642,275,951,5.0
40643,275,953,5.0
40644,275,954,5.0
40645,275,994,4.0
40646,275,1041,5.0
40647,275,1042,3.0
40648,275,1079,5.0
40649,275,1084,5.0
40650,275,1089,5.0
40651,275,1094,3.0
40652,275,1095,5.0
40653,275,1097,4.0
40654,275,1120,4.0
40655,275,1123,5.0
40656,275,1136,5.0
40657,275,1148,5.0
40658,275,1171,3.0
40659,275,1179,5.0
40660,275,1186,5.0
40661,275,1187,5.0
40662,275,1188,3.0
40663,275,1192,5.0
40664,275,1193,5.0
40665,275,1197,5.0
40666,275,1198,4.0
40667,275,1199,4.0
40668,275,1206,3.0
40669,275,1208,5.0
40670,275,1210,4.0
40671,275,1211,4.0
40672,275,1213,5.0
40673,275,1219,4.0
40674,275,1220,4.0
40675,275,1221,4.0
40676,275,1222,5.0
40677,275,1225,5.0
40678,275,1228,5.0
40679,275,1230,5.0
40680,275,1234,5.0
40681,275,1247,5.0
40682,275,1249,5.0
40683,275,1252,5.0
40684,275,1259,4.0
40685,275,1265,5.0
40686,275,1266,5.0
40687,275,1267,5.0
40688,275,1270,4.0
40689,275,1278,5.0
40690,275,1280,5.0
40691,275,1285,4.0
40692,275,1288,5.0
40693,275,1296,4.0
40694,275,1297,4.0
40695,275,1299,5.0
40696,275,1300,5.0
40697,275,1304,5.0
40698,275,1307,4.0
40699,275,1333,4.0
40700,275,1354,2.0
40701,275,1358,5.0
40702,275,1392,5.0
40703,275,1393,5.0
40704,275,1394,5.0
40705,275,1406,5.0
40706,275,1414,2.0
40707,275,1449,3.0
40708,275,1466,3.0
40709,275,1500,5.0
40710,275,1517,3.0
40711,275,1533,5.0
40712,275,1542,3.0
40713,275,1571,5.0
40714,275,1574,1.0
40715,275,1580,3.0
40716,275,1594,5.0
40717,275,1610,4.0
40718,275,1617,4.0
40719,275,1625,5.0
40720,275,1633,4.0
40721,275,1635,5.0
40722,275,1639,3.0
40723,275,1641,3.0
