,userId,movieId,rating
80672,509,53993,2.5
80673,509,54259,3.5
80674,509,54780,3.0
80675,509,56145,3.0
80676,509,56152,3.0
80677,509,56171,3.0
80678,509,56174,3.5
80679,509,56757,3.0
80680,509,57504,3.5
80681,509,58025,2.5
80682,509,58293,3.0
80683,509,58559,3.5
80684,509,59315,3.0
80685,509,59387,4.0
80686,509,60040,3.0
80687,509,60069,3.5
80688,509,60397,2.5
80689,509,60760,3.0
80690,509,60937,2.5
80691,509,60950,3.0
80692,509,61240,3.5
80693,509,61323,3.0
80694,509,62439,3.0
80695,509,62644,3.5
80696,509,63062,3.0
80697,509,63082,4.0
80698,509,63859,3.5
80699,509,63992,1.5
80700,509,64716,3.5
80701,509,64957,2.5
80702,509,64969,2.5
80703,509,65193,3.0
80704,509,65230,2.0
80705,509,65261,3.5
80706,509,66097,4.0
80707,509,66934,4.5
80708,509,67408,3.0
80709,509,68135,3.5
80710,509,68358,3.5
80711,509,68554,3.0
80712,509,68793,3.0
80713,509,68954,3.5
80714,509,68959,3.5
80715,509,69122,1.0
80716,509,69406,2.5
80717,509,69644,2.5
80718,509,69757,2.5
80719,509,70183,3.5
80720,509,70286,3.5
80721,509,70521,4.0
80722,509,71057,4.0
80723,509,71156,3.0
80724,509,71745,2.5
80725,509,71899,3.5
80726,509,72226,4.0
80727,509,72701,3.5
80728,509,72737,3.5
80729,509,73017,3.5
80730,509,74154,2.0
80731,509,74508,3.5
80732,509,74530,2.5
80733,509,74677,4.0
80734,509,74789,2.5
80735,509,74868,3.0
80736,509,76093,4.5
80737,509,77561,3.5
80738,509,78105,4.0
80739,509,78209,1.5
80740,509,78499,4.0
80741,509,78703,3.5
80742,509,79091,3.5
80743,509,79132,3.5
80744,509,80549,4.0
80745,509,80586,4.5
80746,509,80834,3.5
80747,509,81564,3.5
80748,509,81845,3.5
80749,509,81847,4.0
80750,509,82088,3.0
80751,509,82169,3.0
80752,509,83132,3.5
80753,509,84847,4.5
80754,509,84944,3.5
80755,509,84954,3.0
80756,509,85510,3.5
80757,509,86332,3.5
80758,509,86880,3.5
80759,509,87232,3.5
80760,509,87485,2.0
80761,509,87529,3.0
80762,509,88163,4.0
80763,509,88744,3.0
80764,509,89678,4.0
80765,509,89745,4.5
80766,509,90809,3.0
80767,509,90866,3.0
80768,509,91266,2.5
80769,509,91337,4.0
80770,509,91500,3.5
80771,509,91529,4.0
80772,509,91542,3.5
80773,509,92259,3.5
80774,509,92509,3.0
80775,509,93134,3.5
80776,509,93363,3.5
80777,509,93510,3.0
80778,509,93840,4.0
80779,509,93988,4.5
80780,509,94478,2.5
80781,509,94503,3.5
80782,509,94777,3.0
80783,509,94780,2.5
80784,509,94799,3.5
80785,509,95167,4.0
80786,509,95193,2.0
80787,509,95558,3.0
80788,509,95858,3.5
80789,509,96110,3.0
80790,509,96588,4.5
80791,509,96610,3.0
80792,509,96821,3.0
80793,509,97938,3.5
80794,509,98243,3.5
80795,509,98491,4.0
80796,509,98809,3.5
80797,509,99114,4.0
80798,509,99145,3.0
80799,509,99149,3.5
80800,509,101577,3.5
80801,509,101864,2.5
80802,509,101962,3.0
80803,509,102445,3.5
80804,509,103042,3.5
80805,509,103335,3.5
80806,509,104374,3.5
80807,509,104841,2.5
80808,509,106072,3.5
80809,509,106487,3.5
80810,509,106642,4.0
80811,509,106696,4.5
80812,509,106916,2.5
80813,509,106918,3.0
80814,509,107406,4.0
80815,509,107565,4.0
80816,509,108932,4.0
80817,509,109374,3.5
80818,509,109487,3.0
80819,509,110102,3.5
80820,509,110781,2.5
80821,509,111362,3.5
80822,509,111659,3.5
80823,509,111743,3.5
80824,509,112138,3.0
80825,509,112175,4.5
80826,509,112852,4.0
80827,509,115617,4.5
80828,509,116823,3.5
80829,509,117133,3.5
80830,509,117176,4.5
80831,509,117529,3.5
80832,509,118997,2.5
80833,509,122892,4.0
80834,509,126142,4.0
80835,509,129229,2.0
80836,509,130073,4.0
80837,509,133419,5.0
80838,509,136838,2.5
80839,509,136840,3.5
80840,510,7,1.0
80841,510,16,1.0
80842,510,50,4.0
80843,510,101,4.0
80844,510,104,3.0
80845,510,145,3.0
80846,510,185,0.5
80847,510,216,3.0
80848,510,231,3.5
80849,510,303,2.5
80850,510,317,1.0
80851,510,350,0.5
80852,510,372,3.0
80853,510,420,0.5
80854,510,457,4.5
80855,510,480,3.0
80856,510,494,1.0
80857,510,497,1.5
80858,510,514,2.0
80859,510,527,3.5
80860,510,553,1.0
80861,510,556,4.0
80862,510,593,3.5
80863,510,750,4.5
80864,510,858,4.5
80865,510,926,4.5
80866,510,1020,3.0
80867,510,1036,4.0
80868,510,1060,3.0
80869,510,1196,3.5
80870,510,1198,4.0
80871,510,1208,4.0
80872,510,1213,3.5
80873,510,1225,3.5
80874,510,1242,3.5
80875,510,1247,4.0
80876,510,1248,4.5
80877,510,1258,4.0
80878,510,1259,3.5
80879,510,1262,4.0
80880,510,1265,4.0
80881,510,1304,3.0
80882,510,1391,0.5
80883,510,1393,3.5
80884,510,1396,3.5
80885,510,1457,0.5
80886,510,1466,2.0
80887,510,1673,3.0
80888,510,1882,0.5
80889,510,1961,3.0
80890,510,1997,4.5
80891,510,2000,3.0
80892,510,2013,3.0
80893,510,2174,3.0
80894,510,2231,3.5
80895,510,2395,4.5
80896,510,2599,4.0
80897,510,2640,3.0
80898,510,2699,1.0
80899,510,2710,1.0
80900,510,2762,2.5
80901,510,2763,3.0
80902,510,2791,4.0
80903,510,2795,3.5
80904,510,2797,3.5
80905,510,2804,3.0
80906,510,2819,3.5
80907,510,2918,3.5
80908,510,2935,4.0
80909,510,2987,3.5
80910,510,3081,1.5
80911,510,3160,2.5
80912,510,3176,1.5
80913,510,3198,4.0
80914,510,3253,3.0
80915,510,3360,3.5
80916,510,3481,3.5
80917,510,3527,3.0
80918,510,3608,4.0
80919,510,3827,1.0
80920,510,3897,3.0
80921,510,3998,0.5
80922,510,4148,1.5
80923,510,4262,3.5
80924,510,4322,3.0
80925,510,4464,3.0
80926,510,4809,3.5
80927,510,4901,3.0
80928,510,4993,2.5
80929,510,5945,3.5
80930,510,5952,3.0
80931,510,6323,1.5
80932,510,6787,4.5
80933,510,6979,3.5
80934,510,7026,3.0
80935,510,7028,2.5
80936,510,8529,1.0
80937,510,8644,3.0
80938,510,8949,3.0
80939,510,27790,3.0
80940,510,31427,1.0
80941,510,32587,3.5
80942,510,33794,4.0
80943,510,34148,3.0
80944,510,34405,0.5
80945,510,35836,4.5
80946,510,39292,3.0
80947,510,40819,3.5
80948,511,318,5.0
80949,511,356,4.5
80950,511,527,5.0
80951,511,1198,5.0
80952,511,1653,4.0
80953,511,1970,3.0
80954,511,2324,4.5
80955,511,2571,5.0
80956,511,2628,4.0
80957,511,2959,5.0
80958,511,3307,4.5
80959,511,4973,4.0
80960,511,4993,5.0
80961,511,5349,3.5
80962,511,6534,3.5
80963,511,7153,5.0
80964,511,41569,3.5
80965,511,50601,3.0
80966,511,51086,4.0
80967,511,53953,3.5
80968,511,55814,4.0
80969,511,55908,4.0
80970,511,56757,3.5
80971,511,56941,4.0
80972,511,59387,4.0
80973,511,68954,4.5
80974,511,79132,5.0
80975,511,89745,4.5
80976,511,90866,4.0
80977,511,91500,3.5
80978,511,91529,5.0
80979,511,92259,5.0
80980,511,94677,4.0
80981,511,95207,3.5
80982,511,96737,3.0
80983,511,97752,4.0
80984,511,99114,4.0
80985,511,103253,3.5
80986,511,105844,4.0
80987,511,107406,3.5
80988,511,109487,4.5
80989,511,112623,4.0
80990,511,114935,3.5
80991,511,115149,4.0
80992,511,115713,4.5
80993,511,119145,4.0
80994,511,122882,4.0
80995,511,122916,4.0
80996,511,127202,4.0
80997,511,134130,4.0
80998,511,139385,5.0
80999,511,164179,4.0
81000,512,2,3.0
81001,512,32,5.0
81002,512,39,4.0
81003,512,47,5.0
81004,512,50,5.0
81005,512,110,5.0
81006,512,150,4.0
81007,512,151,5.0
81008,512,160,4.0
81009,512,161,4.0
81010,512,165,5.0
81011,512,185,3.0
81012,512,208,3.0
81013,512,225,3.0
81014,512,253,5.0
81015,512,288,5.0
81016,512,292,3.0
81017,512,296,5.0
81018,512,300,4.0
81019,512,316,3.0
81020,512,317,3.0
81021,512,318,5.0
81022,512,337,3.0
81023,512,344,2.0
81024,512,349,3.0
81025,512,350,3.0
81026,512,356,5.0
81027,512,364,4.0
81028,512,367,3.0
81029,512,377,4.0
81030,512,380,3.0
81031,512,434,3.0
81032,512,442,3.0
81033,512,454,4.0
81034,512,457,5.0
81035,512,474,4.0
81036,512,480,4.0
81037,512,500,3.0
81038,512,509,2.0
81039,512,527,5.0
81040,512,539,3.0
81041,512,553,3.0
81042,512,586,3.0
81043,512,587,4.0
81044,512,588,3.0
81045,512,589,3.0
81046,512,590,3.0
81047,512,593,5.0
81048,512,595,4.0
81049,512,597,4.0
81050,513,7,3.0
81051,513,32,4.0
81052,513,110,4.0
81053,513,150,4.5
81054,513,235,4.5
81055,513,260,5.0
81056,513,266,3.5
81057,513,296,4.5
81058,513,318,5.0
81059,513,457,4.5
81060,513,593,4.0
81061,513,750,5.0
81062,513,780,2.5
81063,513,920,5.0
81064,513,923,4.0
81065,513,1080,3.0
81066,513,1101,2.5
81067,513,1210,4.0
81068,513,1220,4.0
81069,513,1225,5.0
81070,513,1258,2.5
81071,513,1304,4.5
81072,513,1374,4.5
81073,513,2012,3.0
81074,513,2174,3.5
81075,513,2858,4.0
81076,513,4306,4.0
81077,513,5349,4.0
81078,513,5952,3.0
81079,513,6145,2.0
81080,513,6787,4.5
81081,513,7153,3.5
81082,514,1,4.0
81083,514,11,4.0
81084,514,16,3.5
81085,514,22,3.0
81086,514,34,4.0
81087,514,44,2.5
81088,514,47,4.0
81089,514,62,4.0
81090,514,150,4.0
81091,514,161,4.0
81092,514,162,4.0
81093,514,185,3.0
81094,514,260,5.0
81095,514,261,2.5
81096,514,296,4.0
81097,514,339,3.5
81098,514,356,4.0
81099,514,364,4.0
81100,514,440,4.0
81101,514,457,4.0
81102,514,474,4.0
81103,514,480,4.5
81104,514,586,3.5
81105,514,588,4.0
81106,514,589,4.0
81107,514,592,2.5
81108,514,593,5.0
81109,514,595,4.0
81110,514,596,4.0
81111,514,597,2.5
81112,514,608,4.0
81113,514,648,4.0
81114,514,778,2.5
81115,514,785,2.5
81116,514,919,4.5
81117,514,1022,4.0
81118,514,1036,4.0
81119,514,1079,4.0
81120,514,1089,4.0
81121,514,1090,4.0
81122,514,1097,4.5
81123,514,1101,3.0
81124,514,1124,4.0
81125,514,1127,3.5
81126,514,1128,4.0
81127,514,1130,3.5
81128,514,1136,4.0
81129,514,1179,4.0
81130,514,1193,4.0
81131,514,1196,5.0
81132,514,1197,5.0
81133,514,1198,5.0
81134,514,1200,5.0
81135,514,1207,4.0
81136,514,1210,4.0
81137,514,1213,4.5
81138,514,1214,4.0
81139,514,1234,4.5
81140,514,1240,4.0
81141,514,1258,4.0
81142,514,1259,4.5
81143,514,1265,4.0
81144,514,1266,4.0
81145,514,1270,5.0
81146,514,1278,4.0
81147,514,1286,2.5
81148,514,1288,4.0
81149,514,1291,4.0
81150,514,1292,3.5
81151,514,1301,3.5
81152,514,1302,5.0
81153,514,1307,4.5
81154,514,1320,1.5
81155,514,1321,4.0
81156,514,1326,1.5
81157,514,1327,2.0
81158,514,1330,2.0
81159,514,1333,3.5
81160,514,1335,1.0
81161,514,1345,4.0
81162,514,1381,1.0
81163,514,1387,5.0
81164,514,1388,3.0
81165,514,1389,2.0
81166,514,1393,4.0
81167,514,1396,4.5
81168,514,1407,3.0
81169,514,1449,4.0
81170,514,1517,3.5
81171,514,1544,3.0
81172,514,1584,4.0
81173,514,1587,3.0
81174,514,1610,4.5
81175,514,1617,4.0
81176,514,1625,2.5
81177,514,1641,3.5
81178,514,1644,2.0
81179,514,1673,4.5
81180,514,1674,4.0
81181,514,1682,4.0
81182,514,1704,4.0
81183,514,1717,2.5
81184,514,1721,4.0
81185,514,1784,4.0
81186,514,1947,2.0
81187,514,1954,4.0
81188,514,1961,4.0
81189,514,1962,4.0
81190,514,1968,4.0
81191,514,1969,2.0
81192,514,1974,2.0
81193,514,1975,2.0
81194,514,1976,2.0
81195,514,1977,2.0
81196,514,1978,2.0
81197,514,1982,4.0
81198,514,1983,3.0
81199,514,1984,2.0
81200,514,1991,3.0
81201,514,1994,4.0
81202,514,1997,4.0
81203,514,1998,1.5
81204,514,2002,3.0
81205,514,2003,4.0
81206,514,2005,3.5
81207,514,2011,2.0
81208,514,2013,3.5
81209,514,2028,4.0
81210,514,2078,4.0
81211,514,2081,4.0
81212,514,2087,4.0
81213,514,2088,2.5
81214,514,2096,4.0
81215,514,2100,2.5
81216,514,2114,4.0
81217,514,2115,4.0
81218,514,2118,3.5
81219,514,2121,2.0
81220,514,2144,3.0
81221,514,2148,2.5
81222,514,2161,3.0
81223,514,2174,4.0
81224,514,2194,4.0
81225,514,2243,4.0
81226,514,2268,4.5
81227,514,2288,4.0
81228,514,2289,2.0
81229,514,2297,3.0
81230,514,2301,2.0
81231,514,2355,3.5
81232,514,2375,3.0
81233,514,2377,3.0
81234,514,2396,3.5
81235,514,2398,5.0
81236,514,2403,3.5
81237,514,2406,3.0
81238,514,2407,2.5
81239,514,2420,4.5
81240,514,2423,3.5
81241,514,2454,3.0
81242,514,2455,4.0
81243,514,2458,2.0
81244,514,2517,3.0
81245,514,2571,4.0
81246,514,2662,4.0
81247,514,2716,4.0
81248,514,2739,2.5
81249,514,2746,3.5
81250,514,2762,4.0
81251,514,2786,2.0
81252,514,2787,2.5
81253,514,2791,4.0
81254,514,2792,2.0
81255,514,2794,2.5
81256,514,2795,4.0
81257,514,2797,4.0
81258,514,2804,4.0
81259,514,2858,4.0
81260,514,2867,4.0
81261,514,2878,2.0
81262,514,2901,2.0
81263,514,2902,3.0
81264,514,2903,2.0
81265,514,2915,4.0
81266,514,2918,4.0
81267,514,2959,2.5
81268,514,2985,4.0
81269,514,2987,3.0
81270,514,3016,3.0
81271,514,3033,2.5
81272,514,3039,3.5
81273,514,3041,2.0
81274,514,3052,3.0
81275,514,3098,4.0
81276,514,3160,4.0
81277,514,3196,4.0
81278,514,3210,4.0
81279,514,3244,2.5
81280,514,3253,4.0
81281,514,3294,1.5
81282,514,3360,4.0
81283,514,3361,4.0
81284,514,3362,4.0
81285,514,3363,4.5
81286,514,3385,3.0
81287,514,3421,4.0
81288,514,3471,5.0
81289,514,3478,3.0
81290,514,3499,4.0
81291,514,3527,4.0
81292,514,3552,4.0
81293,514,3671,4.0
81294,514,3688,2.0
81295,514,3703,4.5
81296,514,3704,2.0
81297,514,3708,3.0
81298,514,3738,2.0
81299,514,3740,4.0
81300,514,3766,2.5
81301,514,3843,2.0
81302,514,3868,4.0
81303,514,3877,1.0
81304,514,3897,3.5
81305,514,3911,4.0
81306,514,3938,2.0
81307,514,4002,3.5
81308,514,4007,4.0
81309,514,4086,3.5
81310,514,4124,1.0
81311,514,4128,4.0
81312,514,4202,3.0
81313,514,4215,2.0
81314,514,4246,4.0
81315,514,4291,2.0
81316,514,4306,4.0
81317,514,4321,4.0
81318,514,4361,4.5
81319,514,4396,2.5
81320,514,4397,2.0
81321,514,4439,3.5
81322,514,4533,3.0
81323,514,4564,2.0
81324,514,4638,3.0
81325,514,4833,3.5
81326,514,4855,4.0
81327,514,4893,2.0
81328,514,4993,2.0
81329,514,4995,4.0
81330,514,5041,1.5
81331,514,5060,3.0
81332,514,5103,3.5
81333,514,5189,1.5
81334,514,5205,2.0
81335,514,5246,1.5
81336,514,5247,2.5
81337,514,5248,1.5
81338,514,5250,3.0
81339,514,5337,2.5
81340,514,5377,4.5
81341,514,5433,2.0
81342,514,5502,3.5
81343,514,5543,2.5
81344,514,5704,2.0
81345,514,5755,2.0
81346,514,5797,2.0
81347,514,5925,2.0
81348,514,5952,2.0
81349,514,6296,4.0
81350,514,6299,2.5
81351,514,6377,4.0
81352,514,6639,4.0
81353,514,6746,2.0
81354,514,6780,3.0
81355,514,6787,4.0
81356,514,6821,3.0
81357,514,6870,2.0
81358,514,6942,4.5
81359,514,6944,3.0
81360,514,6979,5.0
81361,514,6989,3.5
81362,514,7153,3.0
81363,514,7477,2.5
81364,514,7730,3.0
81365,514,7891,3.0
81366,514,8368,4.0
81367,514,8894,1.5
81368,514,8906,2.0
81369,514,8961,3.5
81370,514,26133,5.0
81371,514,26198,2.5
81372,514,26242,3.0
81373,514,26375,4.0
81374,514,26492,2.0
81375,514,26729,4.0
81376,514,31150,2.0
81377,514,33085,2.0
81378,514,34162,3.0
81379,514,38583,2.5
81380,514,40478,2.5
81381,514,46578,4.0
81382,514,46970,3.0
81383,514,49272,3.5
81384,514,50872,4.0
81385,514,51077,2.0
81386,514,52435,5.0
81387,514,53123,3.0
81388,514,53972,3.0
81389,514,54503,4.0
81390,514,54881,4.5
81391,514,54997,4.0
81392,514,58559,3.0
81393,514,58998,3.5
81394,514,59369,4.0
81395,514,59615,3.0
81396,514,60487,4.0
81397,514,62586,2.0
81398,514,68157,4.0
81399,514,68358,4.0
81400,514,69122,4.0
81401,514,69453,2.0
81402,514,69481,4.0
81403,514,72171,2.0
81404,514,72641,4.0
81405,514,73017,4.0
81406,514,73854,4.5
81407,514,74458,4.0
81408,514,74754,1.0
81409,514,76093,4.0
81410,514,79132,4.0
81411,514,80463,5.0
81412,514,81562,3.0
81413,514,81845,4.0
81414,514,81932,4.0
81415,514,82459,4.5
81416,514,84772,3.5
81417,514,87869,4.0
81418,514,88744,4.0
81419,514,88810,4.0
81420,514,89492,4.5
81421,514,91529,3.0
81422,514,96588,4.0
81423,514,102903,4.0
81424,514,104211,4.0
81425,514,104841,3.0
81426,514,106782,4.0
81427,514,109374,4.0
81428,514,109487,4.0
81429,514,111759,3.5
81430,514,112183,2.5
81431,514,112552,4.5
81432,514,112852,3.0
81433,514,115617,4.0
81434,514,115713,3.0
81435,514,117590,4.0
81436,514,122900,2.0
81437,514,122906,2.0
81438,514,122926,4.0
81439,514,124484,3.0
81440,514,128360,3.0
81441,514,134130,4.0
81442,514,135216,0.5
81443,514,136864,2.5
81444,514,136958,2.0
81445,514,140956,3.0
81446,514,141994,0.5
81447,514,142488,4.0
81448,514,148626,4.0
81449,514,149330,4.0
81450,514,158830,2.5
81451,514,159093,4.0
81452,514,159510,2.0
81453,514,160571,3.0
81454,514,165103,3.5
81455,514,167018,3.0
81456,514,167538,1.0
81457,514,168250,2.5
81458,514,168358,2.5
81459,514,169984,2.0
81460,514,175303,3.0
81461,514,177763,2.5
81462,514,179401,4.0
81463,514,179819,2.0
81464,514,180263,2.0
81465,514,180985,3.0
81466,514,182727,2.0
81467,514,184471,3.0
81468,514,184931,4.0
81469,514,184987,3.0
81470,514,185029,4.0
81471,514,185033,2.0
81472,514,185473,3.0
81473,514,185585,3.0
81474,514,186587,3.0
81475,514,187031,2.5
81476,514,187593,3.5
81477,514,187595,3.0
81478,514,188797,4.0
81479,515,50,4.5
81480,515,260,5.0
81481,515,318,5.0
81482,515,356,5.0
81483,515,527,5.0
81484,515,2028,5.0
81485,515,2959,5.0
81486,515,3147,5.0
81487,515,33794,5.0
81488,515,48516,5.0
81489,515,48780,5.0
81490,515,58559,5.0
