userId,movieId,rating
132,5791,3.5
132,5816,3.0
132,5878,3.5
132,5952,3.0
132,5956,1.5
132,5969,2.5
132,5970,3.0
132,5971,3.5
132,5991,4.0
132,5992,4.0
132,6155,3.0
132,6157,3.0
132,6218,3.0
132,6251,2.0
132,6291,3.5
132,6323,3.0
132,6333,3.0
132,6350,2.0
132,6365,3.5
132,6367,3.0
132,6377,3.0
132,6539,3.0
132,6593,3.5
132,6711,4.0
132,6774,3.5
132,6863,4.0
132,6874,4.5
132,6934,3.0
132,6942,4.5
132,7022,3.5
132,7034,3.0
132,7090,3.0
132,7139,4.0
132,7147,3.5
132,7153,4.0
132,7320,3.0
132,7323,3.0
132,7361,4.0
132,7371,3.0
132,7438,4.5
132,7444,3.5
132,7773,4.0
132,8360,3.0
132,8368,3.0
132,8373,3.0
132,8464,2.5
132,8638,4.0
132,8808,2.5
132,8873,2.0
132,8874,3.5
132,8961,3.0
132,8969,4.0
132,8970,3.5
132,8973,4.0
132,8983,3.5
132,26776,2.0
132,27721,3.0
132,27731,3.0
132,27815,3.0
132,30749,4.0
132,30793,3.5
132,31658,4.0
132,31696,2.0
132,32587,4.0
132,33679,2.5
132,33794,3.0
132,36517,2.5
132,37729,3.5
132,38061,2.5
132,39183,3.5
132,40819,3.0
132,41571,4.0
132,44022,2.0
132,44191,3.0
132,44694,2.5
132,45499,3.0
132,45720,3.0
132,45722,3.0
132,45880,3.0
132,46578,4.0
132,46976,4.0
132,48082,3.5
132,48394,3.0
132,48516,3.0
132,48780,3.5
132,48997,3.0
132,50872,3.5
132,52281,4.0
132,55269,2.0
132,56367,3.0
132,56782,2.5
132,58559,3.5
132,60069,0.5
132,63082,3.5
132,64839,2.5
132,68157,3.5
132,68954,3.5
132,79132,3.0
133,32,4.0
133,47,4.0
133,50,3.0
133,110,3.0
133,150,3.0
133,153,1.0
133,185,2.0
133,223,3.0
133,253,2.0
133,288,2.0
133,296,3.0
133,300,3.0
133,318,4.0
133,349,2.0
133,356,4.0
133,367,3.0
133,377,3.0
133,380,3.0
133,454,3.0
133,457,4.0
133,471,4.0
133,474,3.0
133,480,3.0
133,524,3.0
133,527,4.0
133,529,3.0
133,539,3.0
133,555,3.0
133,588,3.0
133,589,3.0
133,590,2.0
133,592,3.0
133,593,3.0
133,780,3.0
133,1036,3.0
134,1,3.0
134,47,4.0
134,48,3.0
134,110,5.0
134,153,4.0
134,160,3.0
134,161,4.0
134,163,3.0
134,173,3.0
134,186,3.0
134,193,3.0
134,208,4.0
134,227,3.0
134,231,3.0
134,253,4.0
134,273,3.0
134,288,4.0
134,296,4.0
134,315,3.0
134,316,4.0
134,344,3.0
134,349,4.0
134,364,3.0
134,367,3.0
134,380,2.0
134,434,3.0
134,442,4.0
134,454,4.0
134,509,4.0
134,553,4.0
134,588,3.0
134,590,5.0
134,592,3.0
134,593,5.0
134,595,5.0
135,1,4.0
135,2,3.0
135,21,3.0
135,32,5.0
135,47,5.0
135,65,1.0
135,110,4.0
135,112,4.0
135,141,4.0
135,153,1.0
135,157,2.0
135,161,5.0
135,165,1.0
135,180,4.0
135,223,5.0
135,231,2.0
135,260,4.0
135,267,2.0
135,288,3.0
135,292,4.0
135,293,4.0
135,296,4.0
135,300,4.0
135,318,5.0
135,329,2.0
135,349,2.0
135,367,4.0
135,377,4.0
135,380,3.0
135,393,3.0
135,410,4.0
135,420,3.0
135,427,3.0
135,457,4.0
135,466,3.0
135,480,5.0
135,485,5.0
135,514,3.0
135,520,3.0
135,527,5.0
135,551,4.0
135,587,4.0
135,589,4.0
135,592,5.0
135,593,5.0
135,608,4.0
135,648,4.0
135,663,4.0
135,671,4.0
135,673,2.0
135,742,4.0
135,780,3.0
135,785,4.0
135,788,4.0
135,829,3.0
135,832,4.0
135,858,4.0
135,893,5.0
135,912,4.0
135,919,5.0
135,1009,4.0
135,1036,5.0
135,1073,5.0
135,1077,4.0
135,1097,4.0
135,1129,4.0
135,1136,5.0
135,1196,4.0
135,1197,5.0
135,1198,4.0
135,1199,5.0
135,1200,5.0
135,1203,5.0
135,1206,5.0
135,1210,4.0
135,1213,4.0
135,1214,4.0
135,1215,5.0
135,1220,4.0
135,1225,3.0
135,1230,4.0
135,1240,5.0
135,1259,5.0
135,1261,3.0
135,1265,5.0
135,1291,4.0
135,1320,4.0
135,1343,3.0
135,1356,2.0
135,1358,5.0
135,1370,2.0
135,1372,1.0
135,1374,4.0
135,1375,3.0
135,1376,3.0
135,1377,2.0
135,1378,4.0
135,1379,4.0
135,1385,3.0
135,1387,5.0
135,1391,3.0
135,1393,3.0
135,1407,4.0
135,1422,4.0
135,1429,4.0
135,1449,4.0
135,1459,4.0
135,1468,5.0
135,1480,3.0
135,1483,4.0
135,1515,2.0
135,1517,5.0
135,1544,1.0
135,1552,2.0
135,1562,2.0
135,1573,4.0
135,1580,4.0
135,1584,3.0
135,1597,4.0
135,1610,3.0
135,1614,3.0
135,1625,3.0
135,1639,4.0
135,1653,5.0
135,1674,4.0
135,1676,3.0
135,1682,4.0
135,1690,3.0
135,1694,1.0
135,1717,3.0
135,1721,2.0
135,1722,1.0
135,1732,4.0
135,1754,5.0
135,1769,2.0
135,1792,2.0
135,1845,5.0
135,1876,2.0
135,1883,5.0
135,1892,4.0
135,1917,1.0
135,1918,2.0
135,1921,5.0
135,1923,5.0
135,1954,4.0
135,1967,4.0
135,1968,4.0
135,2000,5.0
135,2001,3.0
135,2002,3.0
135,2004,4.0
135,2009,3.0
135,2020,4.0
135,2028,4.0
135,2064,5.0
135,2076,4.0
135,2088,3.0
135,2105,3.0
135,2115,4.0
135,2118,3.0
135,2124,4.0
135,2161,3.0
135,2167,4.0
135,2193,2.0
135,2248,3.0
135,2253,2.0
135,2273,4.0
135,2300,5.0
135,2302,4.0
135,2320,3.0
135,2321,2.0
135,2324,4.0
135,2353,3.0
135,2387,4.0
135,2391,5.0
135,2393,2.0
135,2395,3.0
135,2406,4.0
135,2407,3.0
135,2409,5.0
135,2412,3.0
135,2414,3.0
135,2455,3.0
135,2468,2.0
135,2470,3.0
135,2502,4.0
135,2505,3.0
135,2560,3.0
135,2571,5.0
135,2599,3.0
135,2605,3.0
135,2628,2.0
135,2683,4.0
135,2692,4.0
135,2700,5.0
135,2706,4.0
135,2707,2.0
135,2723,4.0
135,2735,4.0
135,2746,4.0
135,2762,3.0
135,2763,4.0
135,2791,5.0
135,2792,4.0
135,2798,1.0
135,2804,5.0
135,2841,4.0
135,2858,4.0
135,2916,4.0
135,2959,5.0
135,2968,4.0
135,2985,4.0
135,2987,5.0
135,2997,4.0
135,3005,4.0
135,3020,4.0
135,3052,5.0
135,3098,4.0
135,3101,4.0
135,3102,3.0
135,3104,4.0
135,3175,4.0
135,3213,4.0
135,3248,1.0
135,3250,4.0
135,3253,5.0
135,3255,3.0
135,3263,4.0
135,3264,2.0
135,3327,4.0
135,3358,4.0
135,3360,3.0
135,3441,4.0
135,3476,4.0
135,3479,4.0
135,3481,3.0
135,3489,3.0
135,3527,4.0
135,3578,2.0
135,3623,2.0
135,3624,4.0
135,3698,3.0
135,3704,4.0
135,3708,4.0
135,3740,5.0
135,3763,4.0
135,3793,4.0
135,3809,3.0
135,3812,4.0
135,3852,4.0
135,3869,3.0
135,3911,4.0
135,3948,4.0
135,3994,5.0
135,3996,5.0
135,4022,4.0
135,4027,3.0
135,4037,3.0
135,4066,4.0
135,4084,3.0
135,4085,4.0
135,4128,4.0
135,4226,5.0
135,4306,4.0
135,4326,4.0
135,4351,3.0
135,4396,3.0
135,4467,4.0
135,4553,4.0
135,4571,4.0
135,4613,2.0
135,4621,1.0
135,4634,5.0
135,4638,2.0
135,4776,5.0
135,4812,1.0
135,4881,3.0
135,4896,4.0
135,4993,5.0
136,10,5.0
136,15,5.0
136,16,5.0
136,19,3.0
136,23,5.0
136,34,2.0
136,44,2.0
136,47,5.0
136,62,5.0
136,93,4.0
136,95,4.0
136,110,5.0
136,122,3.0
136,132,3.0
136,145,3.0
136,150,2.0
136,151,5.0
136,153,3.0
136,158,3.0
136,160,3.0
136,161,4.0
136,163,1.0
136,165,5.0
136,168,4.0
136,170,4.0
