userId,movieId,rating
274,46335,1.5
274,46578,4.0
274,46723,4.0
274,46965,3.0
274,46970,3.5
274,46972,3.0
274,46974,1.5
274,46976,1.5
274,47099,3.5
274,47122,3.0
274,47200,4.5
274,47518,3.5
274,47610,4.0
274,47640,3.5
274,47997,3.5
274,48043,3.5
274,48304,4.0
274,48322,3.5
274,48385,4.0
274,48394,3.5
274,48516,4.0
274,48520,2.5
274,48774,3.5
274,48780,3.5
274,48877,3.0
274,49272,4.0
274,49530,4.0
274,50147,2.0
274,50440,2.0
274,50794,3.0
274,50800,3.0
274,50872,3.5
274,51037,2.0
274,51091,4.0
274,51255,5.0
274,51412,3.5
274,51498,3.5
274,51540,3.0
274,51662,4.0
274,51709,3.5
274,51935,4.0
274,51937,2.0
274,52281,4.0
274,52328,3.0
274,52435,3.5
274,52458,2.5
274,52722,3.5
274,52885,3.5
274,52973,3.5
274,53000,4.0
274,53121,2.0
274,53123,4.0
274,53125,3.5
274,53127,4.0
274,53322,3.0
274,53435,2.5
274,53468,3.0
274,53519,1.5
274,53894,3.5
274,53953,4.0
274,53972,4.0
274,53996,2.5
274,54001,3.0
274,54004,3.5
274,54190,4.0
274,54259,3.0
274,54272,3.5
274,54286,3.0
274,54503,3.5
274,54648,2.0
274,54732,2.0
274,54736,4.0
274,54785,3.5
274,54881,3.5
274,54995,4.5
274,54997,4.0
274,54999,3.5
274,55118,4.0
274,55232,1.5
274,55247,3.5
274,55282,3.0
274,55290,3.5
274,55577,2.5
274,55721,4.5
274,55765,4.0
274,55820,4.0
274,55995,2.0
274,56012,3.5
274,56145,4.5
274,56152,3.0
274,56174,4.0
274,56251,4.0
274,56339,4.0
274,56367,3.5
274,56715,3.5
274,56757,4.0
274,56775,3.0
274,56782,3.5
274,56805,3.0
274,57274,3.5
274,57368,3.0
274,57528,3.5
274,57536,3.5
274,57640,3.5
274,57910,2.0
274,58025,2.5
274,58295,3.5
274,58332,3.0
274,58559,4.5
274,58803,2.0
274,58870,3.0
274,59022,4.0
274,59306,1.0
274,59315,3.5
274,59369,4.0
274,59387,3.5
274,59604,3.5
274,59615,3.5
274,59727,2.0
274,59784,3.0
274,60037,3.5
274,60040,3.5
274,60069,3.5
274,60072,3.5
274,60074,3.5
274,60161,4.0
274,60291,4.0
274,60522,3.0
274,60538,3.5
274,60684,4.0
274,60756,3.0
274,60941,3.0
274,60979,2.5
274,61024,4.5
274,61026,3.5
274,61132,3.5
274,61240,3.5
274,61248,3.5
274,61250,2.0
274,61323,3.5
274,61705,2.5
274,62081,2.5
274,62434,3.5
274,62511,3.5
274,62849,3.0
274,62956,4.0
274,63072,3.5
274,63082,4.0
274,63113,3.5
274,63436,2.0
274,64231,3.0
274,64614,4.0
274,64839,3.5
274,64957,3.5
274,65126,3.5
274,65188,3.5
274,66297,3.5
274,66427,3.0
274,66783,3.0
274,67087,3.0
274,67186,2.0
274,68157,5.0
274,68205,3.5
274,68319,2.5
274,68358,4.0
274,68486,3.5
274,68791,2.5
274,68952,3.5
274,68954,3.5
274,69122,3.5
274,69251,3.5
274,69275,4.0
274,69481,4.0
274,69526,3.0
274,69784,4.0
274,69844,3.5
274,69951,4.0
274,70286,3.5
274,70994,3.5
274,71057,3.5
274,71156,3.5
274,71211,3.5
274,71254,3.5
274,71282,3.5
274,71379,2.0
274,71500,2.5
274,71535,4.0
274,72011,3.5
274,72129,3.0
274,72378,2.0
274,72641,3.5
274,72998,3.0
274,73017,3.5
274,73268,3.5
274,73321,3.5
274,73929,3.5
274,74075,1.0
274,74458,4.5
274,74532,2.5
274,74685,3.5
274,74789,3.0
274,74795,3.5
274,74851,3.0
274,75985,3.5
274,76077,3.5
274,76175,3.0
274,76251,4.0
274,76293,3.0
274,77364,3.0
274,77455,3.5
274,77561,3.0
274,78041,3.0
274,78088,3.0
274,78266,3.5
274,78469,3.5
274,78499,4.5
274,78574,3.5
274,79008,4.0
274,79057,3.5
274,79132,5.0
274,79274,3.5
274,79293,3.5
274,79592,3.5
274,79695,3.0
274,79702,3.0
274,80139,3.0
274,80219,4.0
274,80363,2.0
274,80463,3.0
274,80489,4.0
274,80549,3.5
274,80846,3.5
274,81229,3.5
274,81834,3.5
274,81932,4.0
274,82459,4.0
274,85414,4.5
274,86332,2.0
274,86911,4.0
275,1,5.0
275,17,5.0
275,21,5.0
275,25,3.0
275,32,5.0
275,34,5.0
275,39,4.0
275,45,2.0
275,50,4.0
275,101,5.0
275,111,3.0
275,162,5.0
275,176,4.0
275,190,3.0
275,194,2.0
275,215,5.0
275,232,4.0
275,235,5.0
275,246,5.0
275,260,4.0
275,283,5.0
275,296,5.0
275,298,2.0
275,300,3.0
275,318,4.0
275,337,4.0
275,345,4.0
275,348,5.0
275,356,3.0
275,357,4.0
275,372,5.0
275,373,5.0
275,440,4.0
275,441,4.0
275,446,1.0
275,461,1.0
275,474,4.0
275,480,4.0
275,527,5.0
275,535,5.0
275,541,5.0
275,556,4.0
275,562,3.0
275,587,3.0
275,593,5.0
275,608,4.0
275,708,4.0
275,750,3.0
275,778,5.0
275,800,5.0
275,852,4.0
275,858,5.0
275,866,5.0
275,903,5.0
275,904,5.0
275,905,3.0
275,908,5.0
275,909,5.0
275,910,3.0
275,912,5.0
275,913,3.0
275,916,3.0
275,920,5.0
275,921,5.0
275,923,5.0
275,924,1.0
275,926,4.0
275,951,5.0
275,953,5.0
275,954,5.0
275,994,4.0
275,1041,5.0
275,1042,3.0
275,1079,5.0
275,1084,5.0
275,1089,5.0
275,1094,3.0
275,1095,5.0
275,1097,4.0
275,1120,4.0
275,1123,5.0
275,1136,5.0
275,1148,5.0
275,1171,3.0
275,1179,5.0
275,1186,5.0
275,1187,5.0
275,1188,3.0
275,1192,5.0
275,1193,5.0
275,1197,5.0
275,1198,4.0
275,1199,4.0
275,1206,3.0
275,1208,5.0
275,1210,4.0
275,1211,4.0
275,1213,5.0
275,1219,4.0
275,1220,4.0
275,1221,4.0
275,1222,5.0
275,1225,5.0
275,1228,5.0
275,1230,5.0
275,1234,5.0
275,1247,5.0
275,1249,5.0
275,1252,5.0
275,1259,4.0
275,1265,5.0
275,1266,5.0
275,1267,5.0
275,1270,4.0
275,1278,5.0
275,1280,5.0
275,1285,4.0
275,1288,5.0
275,1296,4.0
275,1297,4.0
